value,month,pct_changeMoM,pct_changeYoY,pct_changeMoM_Ann
191.6,2005-01,,,
192.4,2005-02,0.41753653444676075,,5.127117242303414
193.1,2005-03,0.36382536382535413,,4.454336062254716
193.7,2005-04,0.31071983428274663,,3.7930235248581745
193.6,2005-05,-0.05162622612286949,,-0.61775866074254
193.7,2005-06,0.05165289256197081,,0.6215986401771456
194.9,2005-07,0.6195147134744561,,7.692788114477911
196.1,2005-08,0.6157003591585442,,7.643808413068753
198.8,2005-09,1.37684854665987,,17.832593526336925
199.1,2005-10,0.15090543259557165,,1.8259708678942221
198.1,2005-11,-0.5022601707684538,,-5.863383177607828
198.1,2005-12,0.0,,0.0
199.3,2006-01,0.6057546693589266,4.018789144050117,7.5161929330288535
199.4,2006-02,0.050175614651282174,3.63825363825363,0.6037717689553856
199.7,2006-03,0.15045135406217547,3.4179181771103018,1.8204309278207376
200.7,2006-04,0.5007511266900355,3.613835828600931,6.177303423131031
201.3,2006-05,0.2989536621823774,3.9772727272727293,3.6470220982346646
201.8,2006-06,0.24838549428713996,4.1817243159525175,3.0216838896524267
202.9,2006-07,0.5450941526263575,4.104669061056954,6.74084133113575
203.8,2006-08,0.44356826022671214,3.926568077511483,5.454615283227371
202.8,2006-09,-0.4906771344455385,2.012072434607637,-5.731791893442573
201.9,2006-10,-0.4437869822485285,1.4063284781516971,-5.197362632217617
202.0,2006-11,0.04952947003467045,1.9687026754164672,0.5959754076334756
203.1,2006-12,0.544554455445545,2.5239777889954462,6.733966084051013
203.437,2007-01,0.1659281142294633,2.075765178123423,2.0094094626016856
204.226,2007-02,0.3878350545869269,2.420260782347028,4.754589909133489
205.288,2007-03,0.5200121434097538,2.798197295943927,6.4217481478441085
205.904,2007-04,0.3000662483924943,2.5929247633283525,3.660819643949642
206.755,2007-05,0.41329940166290324,2.709885742672613,5.07389934303859
207.234,2007-06,0.23167517109623503,2.692765113974227,2.8158014838965517
207.603,2007-07,0.17805958481715844,2.3178905864958077,2.1577651583887025
207.667,2007-08,0.030828070885302594,1.897448478900876,0.3705647397985068
208.547,2007-09,0.42375533907650365,2.8338264299802685,5.205269455817119
209.190,2007-10,0.3083237831280172,3.610698365527476,3.76327666730778
210.834,2007-11,0.7858884267890387,4.373267326732666,9.849160326500916
211.445,2007-12,0.2898014551732553,4.108813392417532,3.533586449555215
212.174,2008-01,0.3447705076970342,4.294695655165981,4.216606747204343
212.687,2008-02,0.24178268779397882,4.142959270611968,2.9402877602096256
213.448,2008-03,0.3578027806118822,3.9749035501344343,4.379144346971553
213.942,2008-04,0.2314381020201539,3.9037609759888126,2.81288334889227
215.208,2008-05,0.5917491656617146,4.088413823123993,7.336720175176414
217.463,2008-06,1.04782350098509,4.935966105947864,13.324435045364623
219.016,2008-07,0.7141444751521009,5.497512078341837,8.91447821233784
218.690,2008-08,-0.14884757278006422,5.308017162091239,-1.7716204867686103
218.877,2008-09,0.08550916822900323,4.953319875136075,1.0309496000342921
216.995,2008-10,-0.8598436564828615,3.7310578899565128,-9.843884057653597
213.153,2008-11,-1.7705477084725474,1.0999174706166848,-19.29495757748351
211.398,2008-12,-0.8233522399403226,-0.02222800255385904,-9.444861955805361
211.933,2009-01,0.2530771341261451,-0.11358601902212717,3.079555952018276
212.705,2009-02,0.3642660652187324,0.008463140671510772,4.459840150967587
212.495,2009-03,-0.0987282856538485,-0.4464787676623838,-1.178327351091757
212.709,2009-04,0.10070825195886979,-0.5763244243767063,1.2152153655990094
213.022,2009-05,0.14714939189219844,-1.015761495855172,1.780153974851495
214.790,2009-06,0.8299612246622345,-1.2291746182109153,10.426981789948965
214.726,2009-07,-0.029796545463012247,-1.9587610037622771,-0.35697315664251494
215.445,2009-08,0.33484533777929926,-1.4838355663267633,4.092976386941283
215.861,2009-09,0.19308872334005134,-1.377942862886472,2.3418306961097812
216.509,2009-10,0.3001931798703783,-0.22396829420033848,3.6623938697436964
217.234,2009-11,0.3348590589767664,1.9145871744709275,4.09314720871552
217.347,2009-12,0.052017639964274665,2.8141231232083674,0.6260006307361676
217.488,2010-01,0.06487322116246474,2.6211113889767157,0.7812623021764775
217.281,2010-02,-0.09517766497462166,2.151336357866529,-1.1361721073902986
217.353,2010-03,0.03313681361922782,2.2861714393279886,0.39836727647115655
217.403,2010-04,0.023004053314190642,2.2067707525304403,0.2763981707939678
217.290,2010-05,-0.05197720362644098,2.003548929218568,-0.6219464536169395
217.199,2010-06,-0.041879515854381655,1.1215605940686268,-0.5013982347400581
217.605,2010-07,0.18692535416828804,1.3407784804821077,2.2663096645223035
217.923,2010-08,0.14613634796996067,1.1501775395112546,1.7677999101675557
218.275,2010-09,0.1615249422961318,1.1183122472331775,1.955611961161119
219.035,2010-10,0.348184629481163,1.1666951489314625,4.259164992268016
219.590,2010-11,0.25338416234848005,1.084544776600338,3.0833442286655632
220.472,2010-12,0.4016576346828282,1.437793022217937,4.92780720463577
221.187,2011-01,0.3243042200370194,1.7007834915029774,3.9618208529389465
221.898,2011-02,0.321447463006419,2.124898173333145,3.9263023823861154
223.046,2011-03,0.51735482068338,2.619241510354109,6.387992980912194
224.093,2011-04,0.46940989750992035,3.0772344447868694,5.780646628655517
224.806,2011-05,0.3181714734507679,3.4589718808964998,3.8855852258263823
224.806,2011-06,0.0,3.5023181506360412,0.0
225.395,2011-07,0.26200368317570444,3.5798809769996165,3.1897485349885235
226.106,2011-08,0.3154462166418792,3.75499603070808,3.851724249666111
226.597,2011-09,0.21715478580843772,3.812621692818685,2.6372069112142293
226.750,2011-10,0.0675207527019328,3.5222681306640524,0.8132647893466238
227.169,2011-11,0.18478500551268873,3.451432214581729,2.2400954845172016
227.223,2011-12,0.023770849015480877,3.062066838419386,0.28562341899691646
227.842,2012-01,0.27241960540966836,3.0087663379855023,3.3184629867021753
228.329,2012-02,0.21374461249461518,2.8981784423473878,2.5953044844367
228.807,2012-03,0.20934703870292282,2.5828752813320977,2.541292546310059
229.187,2012-04,0.16607883500068255,2.2731633741348567,2.0112514139794646
228.713,2012-05,-0.2068180132381081,1.7379429374660749,-2.453779240538334
228.524,2012-06,-0.08263631713106845,1.653870448297634,-0.9871412150008974
228.590,2012-07,0.02888099280600187,1.4175114798464783,0.34712295774803614
229.918,2012-08,0.580952797585188,1.6859349154821235,7.198558198518601
231.015,2012-09,0.47712662775423187,1.9497168982819613,5.878183854950558
231.638,2012-10,0.26967945804385884,2.1556780595369363,3.284587438256481
231.249,2012-11,-0.16793444944266378,1.7960197033926262,-1.9967038881694488
231.221,2012-12,-0.012108160467716456,1.7595049796895523,-0.14520120367227385
231.679,2013-01,0.1980788942180789,1.684061762098299,2.4030137357850423
232.937,2013-02,0.5429926752100966,2.0181404902574807,6.714072723247555
232.282,2013-03,-0.28119191025899326,1.5187472411246183,-3.3226035123508413
231.797,2013-04,-0.2087979266581219,1.138808047576867,-2.4770007064834787
231.893,2013-05,0.041415548950163306,1.3903888279197085,0.49812021517219307
232.445,2013-06,0.23804082055085551,1.7157935271568725,2.8941860479008152
232.900,2013-07,0.19574523005443378,1.885471805415806,2.3743971830912924
233.456,2013-08,0.23872906826962748,1.538809488600279,2.902664190044013
233.544,2013-09,0.037694469193350066,1.0947341081747997,0.45327258580445395
233.669,2013-10,0.053523104853914205,0.8767991434911471,0.644171352564693
234.100,2013-11,0.18444894273523804,1.2328701961954458,2.235980074390942
234.719,2013-12,0.2644169158479315,1.5128383667573297,3.219556896886777
235.288,2014-01,0.24241752904536895,1.557758795574915,2.9481112065645743
235.547,2014-02,0.11007786202441583,1.1204746347724948,1.3289610708913546
236.028,2014-03,0.204205530106516,1.6126949139408042,2.4781764955682295
236.468,2014-04,0.18641856050976013,2.015125303606169,2.2601020910144154
236.918,2014-05,0.19030059035471947,2.166947687079812,2.307660798433764
237.231,2014-06,0.1321132206079767,2.0589816945944195,1.5969291040399458
237.498,2014-07,0.11254852864928111,1.9742378703305974,1.35897412119248
237.460,2014-08,-0.01600013473797013,1.7150983482969062,-0.19183274409180218
237.477,2014-09,0.007159100480080838,1.6840509711232077,0.08594304062956581
237.430,2014-10,-0.019791390324119806,1.6095417021513292,-0.23723833293702867
236.983,2014-11,-0.18826601524659647,1.231524989320798,-2.235945266117201
236.252,2014-12,-0.30846094445592387,0.6531213919623191,-3.6393747811504062
234.747,2015-01,-0.6370316441765556,-0.22993097820542818,-7.382152183560109
235.342,2015-02,0.25346436802173855,-0.08703146293520536,3.084333869720557
235.976,2015-03,0.26939517808124425,-0.022031284423873476,3.281073560764791
236.222,2015-04,0.10424788961589382,-0.10403098939391064,1.2581722891810365
237.001,2015-05,0.3297745341246827,0.03503321824429584,4.029865109996389
237.657,2015-06,0.27679208104607333,0.1795718097550525,3.3725395703916083
238.034,2015-07,0.15863197801873063,0.22568611104094582,1.9202801797054248
238.033,2015-08,-0.000420108051790713,0.2413037985344868,-0.005041180139209178
237.498,2015-09,-0.22475875193775918,0.008842961634170088,-2.66401266539118
237.733,2015-10,0.09894820166906904,0.12761656067050708,1.193861673407981
238.017,2015-11,0.11946174910508756,0.4363182169185187,1.4429975292749253
237.761,2015-12,-0.10755534268560574,0.6387247515364791,-1.2830564387141585
237.652,2016-01,-0.04584435630738959,1.2375025026943876,-0.5487472679292171
237.336,2016-02,-0.13296753235823022,0.8472775790126619,-1.5839929133343533
238.080,2016-03,0.31347962382444194,0.8916160965521946,3.8272958638365218
238.992,2016-04,0.38306451612901693,1.1726257503534843,4.6948689033403435
239.557,2016-05,0.23640958693178504,1.0784764621246223,2.8740943423511522
240.222,2016-06,0.2775957287827202,1.0792865347959424,3.382481504232948
240.101,2016-07,-0.05037007434789409,0.8683633430518256,-0.6027691852089845
240.545,2016-08,0.18492217858316895,1.0553158595656864,2.2417753436020593
241.176,2016-09,0.26232097944252075,1.5486446201652182,3.193667342594142
241.741,2016-10,0.23426874979268764,1.685924966243646,2.84773136940768
242.026,2016-11,0.11789477167711837,1.6843334719788938,1.423946862965364
242.637,2016-12,0.2524522158776188,2.0507989115119862,3.0718457742537453
243.618,2017-01,0.4043076694815628,2.5103933482571117,4.961046023579896
244.006,2017-02,0.15926573570097524,2.8103616813294208,1.9280193040007498
243.892,2017-03,-0.04672016261895173,2.44119623655914,-0.5592035620477831
244.193,2017-04,0.12341528217407749,2.176223471915395,1.491077535330354
244.004,2017-05,-0.07739779600562935,1.8563431667619756,-0.9248300580956048
244.163,2017-06,0.0651628661825221,1.640565809959127,0.7847629818288793
244.243,2017-07,0.03276499715354486,1.7251073506566073,0.3938892799821181
245.183,2017-08,0.38486261632881824,1.92812155729698,4.717375139378688
246.435,2017-09,0.5106389920997767,2.1805652303711787,6.302727581748124
246.626,2017-10,0.07750522450138408,2.020757753132485,0.9340376141127038
247.284,2017-11,0.2668007428251684,2.172493864295566,3.249009787562551
247.805,2017-12,0.21068892447551058,2.129930719552253,2.5577711092588995
248.859,2018-01,0.42533443635115464,2.151318868063945,5.225122573874086
249.529,2018-02,0.26922876006090224,2.263468931091861,3.2790165811801053
249.577,2018-03,0.0192362410782021,2.3309497646499366,0.23107927136392092
250.227,2018-04,0.2604406656061986,2.4709963021052994,3.170446280205663
250.792,2018-05,0.2257949781598212,2.781921607842497,2.743443314227978
251.018,2018-06,0.09011451720948305,2.8075506935940187,1.0867499518021573
251.214,2018-07,0.07808204989283585,2.854124785561929,0.941018982562225
251.663,2018-08,0.17873207703393845,2.6429238568742575,2.1659948452643407
252.182,2018-09,0.2062281702117419,2.332055105808828,2.5030017389797043
252.772,2018-10,0.2339580144498754,2.492032470218053,2.843905386869583
252.594,2018-11,-0.07041919199911595,2.147328577667773,-0.8417651248938451
252.767,2018-12,0.06848935445813442,2.0023809043401064,0.8249752548306732
252.561,2019-01,-0.08149798035343991,1.4875893578291333,-0.9736039833725174
253.319,2019-02,0.3001255142321968,1.5188615351321877,3.661554666254152
254.277,2019-03,0.37817929172307974,1.8831863513063984,4.633744522782912
255.233,2019-04,0.3759679404743643,2.000583470209061,4.606086647776508
255.296,2019-05,0.02468332856644384,1.7959105553606136,0.29660238986122245
255.213,2019-06,-0.03251128102280676,1.671194894390049,-0.38943851868652457
255.802,2019-07,0.23078761661827762,1.826331335037068,2.8048767720454615
256.036,2019-08,0.09147700174354512,1.7376412106666406,1.1032638038892761
256.430,2019-09,0.1538846099767177,1.6844977040391562,1.8623248796161063
257.155,2019-10,0.2827282299262768,1.7339736996186295,3.445996401613316
257.879,2019-11,0.281542260504386,2.092290394862917,3.431316807892637
258.630,2019-12,0.29122185210892493,2.3195274699624457,3.5511838813151453
258.906,2020-01,0.10671615821831182,2.5122643638566533,1.2881370033225314
259.246,2020-02,0.13132179246519993,2.339737643050843,1.5872934531721894
258.150,2020-03,-0.42276447852619414,1.5231420852062971,-4.956858698932976
256.126,2020-04,-0.7840402866550411,0.3498763874577149,-9.01318728275815
255.848,2020-05,-0.10854032780739375,0.21621960391076112,-1.2947365349897155
257.004,2020-06,0.4518307745223771,0.7017667595302868,5.558759084832987
258.408,2020-07,0.5462949992996124,1.0187566946310067,6.75614047294355
259.366,2020-08,0.3707315562985647,1.3005983533565635,4.54062071626653
259.951,2020-09,0.22554999498778372,1.373084272511016,2.7404297096436325
260.249,2020-10,0.1146369892787602,1.2031654060780772,1.3843505823303737
260.895,2020-11,0.24822381642195523,1.169540753609244,3.0196901005544508
262.005,2020-12,0.42545851779451915,1.3049530216912242,5.226682726863818
262.518,2021-01,0.1957977901184904,1.3951009246599089,2.375041620084395
263.583,2021-02,0.40568646721370616,1.6729284154818336,4.978343805306995
264.910,2021-03,0.5034467321488822,2.6186325779585795,6.2114827908879455
266.752,2021-04,0.6953304896002432,4.148739292379555,8.670578639253579
268.452,2021-05,0.6372960652591075,4.926362527750849,7.92138619521543
270.664,2021-06,0.823983430929931,5.315092372103147,10.348446262144861
271.994,2021-07,0.4913841515680195,5.25757716479367,6.058611714411621
272.789,2021-08,0.2922858592468769,5.175312107215291,3.5643677623359737
273.887,2021-09,0.4025088988192316,5.361010344257178,4.938483376323388
276.434,2021-10,0.929945561490686,6.219044069333601,11.74818242530864
278.799,2021-11,0.8555387542776849,6.862530903236941,10.763595232036716
280.808,2021-12,0.7205908199096944,7.176580599606885,8.998162286212663
282.390,2022-01,0.5633742628415206,7.5697666445729395,6.973953053669302
284.535,2022-02,0.7595878041007254,7.948919315737357,9.505664818727123
287.553,2022-03,1.0606779482313256,8.547431203050081,13.497550218299036
288.764,2022-04,0.42113975510602586,8.251859404990402,5.1723927166068995
291.359,2022-05,0.8986577274175289,8.532996587844366,11.333193174698408
294.996,2022-06,1.2482881942895263,8.989743741317646,16.051904495755064
294.977,2022-07,-0.006440765298509898,8.449818746001725,-0.07726181037730484
295.209,2022-08,0.07865019984609756,8.218806476800754,0.9478957841260183
296.341,2022-09,0.38345714392176156,8.19827154994579,4.6997829194380225
297.863,2022-10,0.5135975109755275,7.7519407887596925,6.3402817609686135
298.648,2022-11,0.26354397827190734,7.119465995215202,3.208773420388611
298.812,2022-12,0.054914146419871024,6.411498247913161,0.6609636765746663
300.356,2023-01,0.5167128495508821,6.362123304649603,6.379839687810329
301.509,2023-02,0.38387779834596625,5.965522694923298,4.705047943365881
301.744,2023-03,0.07794128865141747,4.935090226845151,0.9393152960482931
303.032,2023-04,0.4268519009491323,4.941059134795189,5.244204054065471
303.365,2023-05,0.10988938461946596,4.120689595996696,1.3266718282162415
304.003,2023-06,0.21030771512864366,3.053261739142221,2.553089553222798
304.628,2023-07,0.20559007641371974,3.271780511700917,2.495169382823459
306.187,2023-08,0.5117717347059347,3.718721312697104,6.3171046977145595
307.288,2023-09,0.35958417568349166,3.6940551594278226,4.401379825485052
307.531,2023-10,0.07907890968732456,3.2457874929078256,0.9530851078355385
308.024,2023-11,0.16030904201527196,3.1394819319064515,1.940760799815
308.742,2023-12,0.2330987195803047,3.3231597124613543,2.8333258497238445
309.685,2024-01,0.30543301526839706,3.1059809026621865,3.7273983280702305
311.054,2024-02,0.4420620953549559,3.1657429794798686,5.4356411737507715
312.230,2024-03,0.3780694027403664,3.475131237075124,4.632369957921156
313.207,2024-04,0.3129103545463252,3.3577311967053047,3.8202255663789764
313.225,2024-05,0.00574699799176237,3.2502101428971697,0.06898577854825838
313.049,2024-06,-0.05618964003513138,2.975628529981611,-0.6721957765004616
313.534,2024-07,0.1549278228009099,2.923565791719729,1.8750577063404883
